AT,AP,AH,AFDP,GTEP,TIT,TAT,TEY,CDP,CO,NOX
23.572,1007.7,66.398,3.1754,20.208,1059.3,550.07,111.22,10.568,1.8572,56.296
10.381,1021.5,75.024,5.6299,32.549,1099.7,528.84,161.65,13.873,0.8425,63.454
5.4257,1007.5,86.272,4.9562,33.405,1100.1,525.8,167.07,14.223,0.86362,68.783
4.8119,1021.8,95.641,3.7089,23.956,1086.1,549.77,134.67,11.99,0.69797,85.327
25.547,1011.9,68.152,3.7594,25.542,1091.9,550.35,133.82,12.161,0.62177,60.86
26.035,1015.6,74.642,3.2964,20.276,1060.7,549.98,110.84,10.809,1.4793,54.224
22.857,1013.6,87.122,3.7762,25.277,1090.5,550.24,133.99,12.217,0.47033,59.291
26.412,1013.0,63.229,4.002,25.768,1092.3,549.73,133.78,12.187,0.31753,61.849
19.116,1013.7,91.929,3.1907,19.628,1058.5,550.03,111.74,10.554,3.4691,58.982
25.866,1012.8,56.49,4.503,28.986,1100.3,542.84,146.72,12.996,1.1392,65.584
6.6543,1021.5,82.293,3.4638,23.219,1082.5,549.8,133.33,11.787,0.21186,81.806
16.044,1009.9,86.768,2.8151,18.252,1039.7,543.26,104.13,10.223,7.9619,88.496
11.205,1018.6,95.731,4.4064,24.614,1088.1,549.98,135.89,11.953,1.4165,75.667
30.362,1010.9,63.274,4.4431,29.698,1100.2,541.65,145.86,13.16,0.7801,56.806
6.4331,1014.3,85.297,4.1114,23.658,1084.9,549.91,134.08,11.743,2.7743,85.718
28.4,1007.5,59.008,4.6179,30.706,1099.8,538.31,148.01,13.318,0.32843,57.725
18.321,1014.3,71.466,5.0246,27.435,1093.0,543.86,141.38,12.646,1.1964,69.544
10.77,1027.7,91.284,3.3916,19.282,1018.3,523.59,104.4,10.562,3.0528,118.96
24.78,1012.2,89.296,4.4617,30.356,1099.8,538.88,148.41,13.301,0.29101,52.916
25.202,1006.1,72.819,4.1383,26.163,1094.3,549.78,135.75,12.295,0.33493,60.607
29.08,1006.4,60.569,4.4566,29.055,1098.3,542.83,143.42,12.965,0.93135,60.885
18.042,1016.0,90.365,3.6903,24.795,1088.7,550.03,134.12,11.932,1.2979,63.626
29.908,1009.6,56.416,4.1422,26.179,1093.8,549.57,133.69,12.247,0.38071,62.393
12.733,1021.9,61.761,5.7083,32.414,1099.7,529.47,159.58,13.944,0.78686,64.793
6.664,1024.8,89.599,3.7025,23.866,1086.4,549.8,133.68,11.894,0.50802,82.024
29.656,1016.0,58.375,3.9939,26.162,1095.2,550.41,133.78,12.278,0.23701,62.644
18.6,1001.2,99.588,4.6857,30.673,1100.0,537.88,152.5,13.476,1.272,62.468
12.321,1016.3,90.388,4.4234,23.988,1085.8,550.11,133.68,11.883,1.303,73.642
10.703,1027.6,75.031,3.9705,23.942,1085.7,549.95,133.75,11.934,1.5739,80.457
16.349,1020.6,38.488,3.5553,24.425,1087.8,550.05,133.72,12.005,1.5409,79.661
25.038,1005.3,56.722,3.9574,25.541,1091.4,549.9,134.74,12.187,0.66425,69.144
19.818,1003.0,89.845,3.1139,20.027,1059.4,549.91,112.74,10.622,2.1918,58.332
32.478,1010.4,38.054,4.5485,30.626,1100.2,538.44,149.96,13.363,0.79551,61.207
24.192,1007.2,73.018,4.115,26.043,1092.9,549.84,134.78,12.274,1.3699,68.743
25.361,1011.9,55.638,4.4225,30.736,1100.0,537.35,151.94,13.441,0.85194,58.105
10.096,1022.1,85.25,3.4545,20.453,1062.4,547.38,119.01,10.868,7.5315,83.79
14.478,1010.8,85.1,4.2041,29.875,1100.2,535.99,155.22,13.502,0.88528,64.649
22.617,1011.5,88.926,3.9302,24.796,1087.3,549.94,130.72,11.968,1.3557,55.894
7.3401,1023.4,78.715,5.1003,33.322,1099.8,524.93,166.25,14.379,0.59344,64.708
20.434,1014.3,88.618,3.6891,24.821,1089.6,550.2,134.0,12.134,0.83839,61.023
19.842,1013.8,78.007,4.3835,23.913,1082.6,549.91,129.32,11.733,1.16,65.551
11.345,1021.8,64.76,5.1292,32.779,1099.9,527.38,162.02,14.002,0.67629,68.396
26.497,1004.1,73.712,4.1896,28.322,1093.3,542.52,140.69,12.824,0.59854,58.209
30.572,1013.7,73.679,4.4986,30.65,1100.0,538.48,146.82,13.336,0.53518,48.585
24.618,1011.6,79.062,3.2785,20.458,1061.6,549.97,111.78,10.748,1.74,54.292
11.31,1013.4,97.805,3.8227,23.939,1084.9,550.15,133.68,11.785,0.70592,70.543
9.1202,1020.5,94.625,3.6461,23.781,1084.4,550.15,133.87,11.832,1.2658,79.391
26.516,1005.2,45.379,3.9142,25.034,1088.3,550.33,131.8,12.13,0.80436,67.3
18.767,1014.1,93.424,3.1647,19.712,1058.3,549.88,111.73,10.706,3.4294,57.589
30.281,1014.4,53.323,4.522,30.846,1100.3,536.88,149.32,13.471,2.9207,61.858
15.495,1016.3,83.139,4.1988,24.441,1087.3,550.14,133.89,11.886,1.4535,72.008
7.785,1008.2,99.172,3.8168,23.616,1083.6,549.92,134.12,11.891,1.3005,77.106
8.2761,1021.7,97.845,4.6235,31.101,1096.3,531.58,157.74,13.543,0.075581,67.095
5.4875,1023.6,86.367,4.1823,23.643,1084.6,549.97,133.71,11.856,1.3691,60.38
9.8241,1005.3,100.07,5.4781,32.203,1100.1,531.23,160.53,13.848,0.36164,69.701
13.533,1016.4,87.642,2.914,18.859,1054.8,549.9,110.92,10.55,4.0747,74.694
5.9483,1017.0,83.292,3.9325,23.227,1083.0,550.05,132.39,11.677,1.1217,82.106
14.407,1012.0,88.162,3.5802,24.306,1085.9,549.84,133.72,11.773,1.1475,68.226
9.5635,1013.7,94.371,3.7262,23.696,1083.1,550.18,133.04,11.634,0.10148,71.971
13.684,1019.2,84.067,5.3554,30.899,1100.0,534.96,155.51,13.537,0.7675,62.07
13.342,1026.9,83.028,3.1584,19.155,1056.9,549.6,111.69,10.555,3.6349,77.261
15.197,1016.1,72.761,5.5358,31.528,1100.2,532.13,156.82,13.852,0.73061,67.339
28.653,1011.7,55.676,3.1724,20.441,1061.1,549.78,111.18,10.808,1.9867,53.998
15.41,1014.2,94.615,3.6332,24.296,1087.0,549.81,133.73,11.936,1.2047,65.53
14.575,1017.3,93.173,4.3482,24.609,1087.5,549.94,134.47,12.082,1.3409,72.979
15.649,1012.8,87.628,5.5474,31.449,1100.0,533.96,155.17,13.642,0.97118,66.475
19.154,1013.0,91.822,4.8514,33.279,1099.8,526.05,158.87,14.085,1.0187,57.738
5.9415,1013.1,90.455,3.9749,23.699,1083.8,550.19,133.59,11.732,0.88675,81.593
14.483,1016.8,75.973,5.5971,31.89,1100.2,531.27,157.27,13.864,1.8281,69.251
20.905,1015.0,94.967,3.1756,19.779,1058.4,550.06,110.79,10.481,3.3432,54.061
28.261,1016.2,43.545,3.3554,20.63,1062.9,549.99,111.79,10.779,1.2851,55.659
20.059,1004.9,87.445,3.0585,20.187,1059.4,549.87,112.75,10.619,1.725,60.671
7.6759,1015.5,87.474,3.744,23.663,1083.8,549.97,133.67,11.806,1.1808,79.274
14.167,1011.0,94.077,5.6006,31.632,1100.1,533.46,156.25,13.719,0.5326,66.035
9.1345,1020.4,94.833,3.6445,23.758,1084.1,550.02,133.66,11.766,1.3051,79.917
17.364,1021.1,71.457,3.4813,21.989,1073.7,549.98,122.69,11.304,2.2482,69.774
11.248,1013.8,92.39,4.3299,23.376,1081.2,550.13,130.89,11.666,1.6576,75.58
19.685,1006.3,82.379,3.2778,21.065,1065.1,549.92,116.8,10.99,5.4712,46.944
21.989,1004.8,78.582,3.7043,25.111,1088.5,549.63,133.76,12.017,1.1001,65.483
13.561,1013.3,90.717,3.604,24.111,1085.7,550.1,133.71,11.871,1.2836,68.823
19.503,1006.1,98.471,4.0756,25.792,1092.5,550.14,136.26,12.302,1.0105,64.091
24.58,1012.8,82.737,3.9616,25.421,1091.9,550.37,133.68,12.228,1.1008,58.413
3.8933,1017.6,81.17,5.0553,30.681,1094.8,531.36,157.07,13.592,2.7015,60.38
22.784,1010.8,87.037,3.158,20.176,1060.0,549.91,111.75,10.794,1.8538,53.195
20.536,1010.9,89.815,3.1388,19.76,1058.6,550.01,111.78,10.741,2.0205,56.617
23.382,1011.7,90.013,4.005,25.452,1091.4,549.85,133.73,12.118,1.41,56.521
2.2007,1020.6,83.187,3.8831,23.464,1084.9,550.16,133.66,11.784,0.95356,87.496
12.359,1020.7,80.353,4.0105,26.621,1089.3,543.22,141.2,12.554,0.55388,73.529
15.208,1018.0,91.863,4.3109,24.536,1086.9,550.07,133.72,12.081,1.32,71.942
24.462,1016.1,78.12,3.7547,25.422,1091.6,549.63,133.78,12.068,0.7838,59.191
18.551,1012.0,70.146,4.2085,24.683,1088.3,549.93,134.19,12.001,1.2715,72.914
12.928,1024.7,79.54,4.9477,31.811,1100.0,528.27,160.37,14.041,0.84166,65.341
10.681,1013.6,93.517,4.7675,31.974,1098.5,530.61,158.9,13.821,0.2343,67.56
14.625,1016.7,87.022,4.0432,24.33,1087.0,549.92,133.68,11.915,1.3592,71.938
21.742,1011.8,91.101,3.0833,19.821,1057.7,550.1,110.77,10.627,2.3189,54.062
23.891,1009.6,75.008,3.8066,25.812,1091.1,549.46,134.79,12.13,0.3408,60.486
18.339,1000.4,98.277,3.8614,24.87,1086.8,549.74,133.67,11.975,0.74288,63.489
8.7447,1015.2,92.274,3.8508,24.25,1086.7,550.07,133.68,11.913,0.4262,77.246
25.912,1010.1,50.596,3.7375,25.471,1091.7,550.05,133.72,12.15,0.86449,68.54
29.947,1012.1,54.863,4.1555,27.184,1094.6,546.53,137.2,12.476,0.37894,60.952
26.815,1011.2,62.702,4.0818,25.864,1092.9,550.38,134.18,12.339,0.69826,63.099
8.0019,1013.3,70.238,4.1872,23.965,1086.1,550.15,133.67,11.887,1.2368,82.028
23.068,1012.3,73.745,3.795,25.329,1090.0,550.25,132.72,12.058,1.2094,66.884
16.766,1019.6,42.943,4.4541,30.841,1100.2,531.44,156.68,13.787,0.65638,64.045
19.391,1021.3,74.32,4.4479,28.809,1099.7,541.6,147.52,13.135,1.184,66.707
12.005,1011.7,77.77,4.6351,32.055,1100.0,531.87,158.75,13.711,0.28619,66.882
23.771,1008.7,68.136,3.2717,20.504,1061.3,550.14,111.79,10.7,1.5247,55.431
16.2,1012.5,94.601,4.5817,31.861,1099.9,532.59,155.65,13.642,1.1482,60.429
19.816,1019.2,81.139,3.4823,21.667,1070.5,549.86,119.35,11.077,2.5044,65.286
24.625,1005.9,61.067,4.0021,25.764,1091.7,550.2,134.03,12.207,1.1815,68.614
11.015,1013.0,89.734,3.7098,23.972,1084.8,550.09,133.9,11.803,0.65161,75.08
8.0424,1020.9,95.708,3.5418,20.762,1058.5,544.88,118.64,11.008,5.3506,94.832
25.578,1014.5,63.532,4.4259,31.027,1099.7,535.9,152.61,13.482,1.0954,56.832
13.092,1017.6,93.797,4.6563,29.275,1100.1,538.66,152.56,13.332,1.0007,66.515
27.237,1011.5,69.411,4.0451,25.919,1093.5,550.16,133.74,12.237,0.29391,61.442
27.338,1012.1,59.038,4.4365,30.435,1099.9,538.2,150.05,13.336,0.68959,57.125
23.022,1007.6,89.03,4.0854,25.935,1093.7,549.79,135.92,12.374,0.75662,59.227
5.1361,1021.7,82.833,3.4777,23.113,1082.8,550.06,133.68,11.715,0.94812,84.55
28.5,1013.2,44.943,3.8533,26.024,1094.2,550.28,133.78,12.303,0.74152,68.447
11.716,1024.2,68.527,5.429,31.961,1100.0,530.9,158.74,13.994,0.78472,60.38
13.698,1017.6,80.453,3.4635,24.007,1085.7,550.03,133.62,11.85,1.3152,70.125
13.311,1017.7,84.476,4.7736,32.195,1100.1,530.61,158.54,13.94,0.33955,66.374
14.208,1007.9,99.184,4.3858,24.587,1086.0,550.06,133.36,11.888,1.6122,69.894
24.517,1013.7,87.008,4.4028,29.712,1099.7,540.14,147.46,13.347,0.22006,53.358
23.891,1006.9,79.517,3.1044,20.112,1058.9,550.19,110.74,10.514,1.7814,56.829
31.059,1004.5,69.172,4.4384,28.874,1099.9,544.89,143.89,13.025,0.71254,55.32
7.1878,1020.3,82.389,4.2138,28.507,1091.5,536.99,149.68,13.057,1.1073,76.661
12.583,1018.1,64.249,5.1795,32.026,1100.3,531.23,158.63,13.89,1.6261,71.314
19.555,1009.1,65.792,4.2055,24.93,1089.3,550.24,134.68,11.992,1.5124,75.336
16.807,1023.7,75.685,3.3138,19.445,1058.4,549.98,111.69,10.601,3.6913,72.125
14.727,1009.0,89.757,4.0332,24.307,1086.4,550.19,133.67,11.944,1.0495,70.905
11.455,1019.3,77.161,5.0615,32.476,1099.9,529.0,161.2,13.986,0.80236,67.26
5.7167,1016.8,92.226,5.1186,33.581,1099.8,525.5,166.88,14.308,0.27986,64.141
21.431,1007.8,69.542,3.1358,20.248,1059.8,550.0,112.24,10.755,2.295,60.063
18.197,1005.3,79.053,4.5651,31.774,1100.1,532.87,157.94,13.71,1.1448,63.489
12.169,1019.8,78.728,3.834,24.191,1088.1,550.02,135.39,12.075,1.291,77.058
7.7092,1017.8,91.847,4.7426,33.372,1099.9,522.72,167.46,14.422,1.0244,61.062
10.974,1022.5,95.724,4.2541,23.891,1084.2,549.92,132.66,11.799,1.7476,77.557
23.188,1007.2,75.387,3.0451,20.486,1061.1,549.88,112.9,10.562,1.716,55.05
17.887,1006.9,88.894,3.2527,21.82,1069.9,550.07,121.03,11.094,2.3408,63.697
13.055,1011.9,87.636,2.9212,19.281,1056.5,549.49,113.02,10.589,3.3762,73.434
15.064,1021.7,66.346,3.9187,24.472,1088.9,550.11,134.73,12.093,1.5952,76.603
13.822,1008.8,76.2,5.784,31.903,1099.8,532.33,157.66,13.769,0.79333,66.264
29.17,1004.5,82.017,4.3972,29.288,1099.7,543.13,144.2,13.116,0.76155,53.931
22.875,1010.0,82.833,3.801,24.936,1086.8,549.88,130.72,11.819,0.97577,63.198
9.8909,1023.3,75.632,5.0592,32.513,1099.9,528.13,162.25,14.056,0.82008,66.112
5.4882,1021.4,76.644,3.7435,23.275,1083.9,549.87,134.49,11.813,1.3041,84.374
12.362,1022.5,88.415,3.6979,21.238,1034.7,528.02,112.1,10.996,43.622,80.193
6.9665,1018.6,88.934,5.2433,33.085,1099.9,527.0,163.58,14.135,0.47737,65.761
10.635,1022.5,96.047,3.9723,24.173,1087.4,550.1,134.64,11.95,1.5115,75.713
3.9673,1027.4,86.821,3.8979,23.173,1084.2,550.02,134.62,11.723,1.9233,84.356
22.041,1007.0,86.99,3.7287,25.157,1089.7,550.43,133.83,12.148,0.41728,61.693
20.729,1016.2,87.139,2.9889,19.603,1058.0,549.71,110.93,10.57,2.1836,58.838
19.343,1008.6,88.906,3.4182,22.963,1077.3,550.07,125.65,11.471,1.3832,60.461
9.9971,1020.0,98.838,4.6119,20.081,1059.4,548.75,115.77,10.816,3.9361,81.178
9.3846,1023.3,81.573,4.179,23.73,1084.4,550.16,133.65,11.684,0.92303,60.38
3.9128,1015.8,86.937,4.0354,23.288,1083.6,549.9,133.67,11.759,0.37079,86.138
29.308,1012.9,61.213,4.2051,26.29,1095.3,549.9,133.76,12.265,0.99509,60.473
10.044,1011.3,88.906,5.559,32.302,1100.0,529.43,161.22,13.995,0.7171,64.487
5.4611,1021.8,87.63,3.4823,23.357,1083.3,549.71,134.37,11.825,0.4134,83.598
12.262,998.01,93.04,4.2293,24.328,1084.4,550.16,133.69,11.808,1.5864,74.61
11.351,1015.9,100.15,3.831,23.948,1084.9,549.81,133.55,11.795,1.0959,70.273
8.6609,1028.2,86.964,5.5054,33.072,1100.3,525.46,164.05,14.312,1.6674,65.614
6.7869,1022.7,85.707,4.1533,23.516,1083.2,549.94,132.57,11.798,0.74,60.38
11.635,1023.9,66.017,3.8013,22.848,1079.8,550.03,129.07,11.622,1.5724,79.495
22.457,1018.0,93.096,3.1809,18.871,1052.1,549.86,105.7,10.231,4.2703,61.621
20.722,1013.0,85.636,3.6359,24.783,1088.0,550.1,133.16,11.901,0.7126,58.799
27.981,1009.1,62.435,4.2402,28.079,1096.8,544.65,140.18,12.853,0.26267,61.824
21.933,1016.4,78.817,4.6718,29.561,1100.0,538.14,150.17,13.294,1.1454,59.954
20.773,1015.0,89.214,3.6782,24.936,1088.8,549.82,133.63,12.089,0.71038,59.067
15.908,1024.6,64.123,4.8731,31.179,1099.9,530.07,157.37,13.961,1.1519,67.236
6.6515,1014.6,85.867,4.1307,23.801,1085.5,549.92,134.44,11.887,2.5579,85.662
13.352,1025.4,79.069,5.3457,34.657,1100.0,518.62,165.61,14.727,1.0085,67.379
12.616,1018.5,79.905,3.9269,24.059,1087.1,550.1,134.63,11.898,1.4165,74.618
21.164,1006.9,86.649,3.0801,19.955,1058.8,550.08,111.74,10.468,1.7362,55.143
7.006,1006.8,99.008,3.4486,19.377,1043.2,541.24,110.74,10.533,6.2494,93.227
28.994,1010.0,62.094,3.9369,25.714,1092.5,550.12,133.78,12.19,0.69268,64.688
3.9261,1021.0,82.709,5.1328,33.499,1099.9,524.69,167.16,14.281,0.54643,66.837
21.531,1008.6,75.576,3.9081,25.299,1090.5,550.36,134.25,12.058,1.2304,66.165
27.453,1007.1,65.872,4.5497,30.028,1099.8,540.17,147.41,13.098,0.31528,57.452
24.012,1011.4,55.104,4.4921,31.956,1096.0,531.12,152.37,13.587,1.281,59.776
22.342,1006.3,92.387,3.0786,19.949,1058.1,549.93,110.77,10.542,2.3538,52.747
20.232,1007.1,99.419,4.0133,25.121,1089.9,550.41,133.8,12.099,1.2212,59.594
17.196,1007.1,92.456,3.0261,19.395,1055.7,549.84,111.04,10.554,2.6979,61.104
23.925,1012.1,71.781,3.8772,25.559,1092.2,550.36,134.77,12.087,0.42211,60.545
11.443,1023.4,88.428,4.9235,32.962,1100.0,526.55,162.59,14.15,0.28441,57.075
14.09,1008.7,89.295,2.942,19.264,1055.9,550.0,111.77,10.572,3.1853,71.161
15.82,1012.3,84.747,3.5542,19.282,1056.4,549.91,111.5,10.537,3.6906,73.092
10.627,1008.9,97.408,4.4823,31.198,1100.2,531.86,160.17,13.8,0.88581,65.26
23.719,1015.8,85.426,3.6549,24.563,1086.8,550.2,130.37,11.797,0.90736,57.742
25.354,1003.2,89.066,3.4175,21.916,1069.2,549.97,117.86,11.165,1.2355,51.444
16.181,1017.5,81.179,4.0713,24.391,1087.3,550.17,133.68,11.963,1.4744,71.866
26.327,1009.1,70.711,3.7528,25.614,1091.0,550.07,133.76,12.069,0.45356,59.705
23.232,1018.3,85.607,3.79,25.244,1090.4,549.89,132.74,12.012,0.67863,60.309
20.427,1015.6,91.93,3.1957,19.915,1060.0,549.88,112.2,10.583,2.2957,55.056
26.349,1012.7,41.337,4.4214,31.063,1099.7,535.68,153.38,13.626,1.3421,60.36
27.103,1016.4,58.562,4.0579,25.705,1092.6,549.83,133.0,12.179,0.35787,64.463
27.231,1013.8,71.26,4.4601,29.617,1099.7,541.64,145.89,13.208,0.46683,55.487
12.292,1022.5,77.917,5.633,32.117,1099.9,530.98,157.97,13.945,0.95387,63.832
8.3351,1025.6,82.152,4.575,30.886,1096.3,531.62,157.89,13.515,0.40269,66.031
19.488,1012.9,87.044,3.1977,20.087,1060.7,550.11,113.17,10.718,2.3362,58.875
20.226,1012.1,75.175,2.9691,19.741,1057.9,549.88,111.26,10.524,2.4444,60.114
30.696,1014.4,55.209,4.196,27.942,1096.4,544.38,138.47,12.75,0.47644,61.491
21.55,1011.7,86.809,3.138,19.928,1059.1,549.91,111.81,10.612,2.2599,56.042
7.1994,1026.7,88.702,4.206,23.235,1084.1,550.37,133.25,11.767,1.6606,80.327
25.871,1004.0,78.046,3.9466,26.319,1093.9,549.64,135.2,12.291,0.3168,62.093
23.693,1005.1,95.847,3.7706,24.211,1082.6,549.95,128.3,11.583,0.51479,53.754
27.759,1006.3,64.496,3.8261,25.385,1089.4,550.04,132.65,12.052,0.72486,61.715
10.01,1018.3,78.589,5.1713,32.243,1100.3,529.58,160.74,13.965,0.71932,66.584
26.817,1005.9,60.806,4.4468,30.439,1100.2,539.26,149.08,13.281,0.21359,56.575
12.48,1016.7,72.02,4.1439,29.251,1099.8,537.65,155.46,13.503,0.88512,65.532
20.201,1016.3,92.991,3.217,19.822,1059.1,550.02,111.76,10.641,2.7594,53.514
11.374,1017.1,76.835,4.2049,29.88,1100.1,535.36,157.35,13.6,0.87061,63.617
19.214,1006.3,85.701,3.6888,25.175,1088.9,550.05,134.69,11.912,0.80634,63.863
22.91,1009.8,86.646,3.6794,24.555,1084.8,549.99,129.19,11.8,0.96931,66.294
9.6627,1028.8,81.456,3.7599,23.422,1084.7,549.94,133.29,11.826,1.656,79.187
19.689,1003.7,64.263,4.7828,24.519,1086.5,550.11,132.63,11.796,2.9758,72.799
27.2,1012.1,58.947,4.0224,25.864,1093.6,550.41,133.74,12.205,0.78249,64.662
23.94,1011.8,50.329,2.9032,18.829,1052.0,549.87,105.81,10.244,2.4759,64.584
17.687,1010.8,93.598,3.0032,18.314,1049.8,550.04,105.68,9.9923,5.362,70.545
7.1325,1020.5,86.056,3.5491,23.282,1083.6,549.86,133.5,11.816,1.0812,84.553
28.311,1004.2,69.348,4.5544,30.419,1098.4,538.62,145.72,13.219,1.1933,57.182
11.906,1016.8,92.07,4.4037,24.11,1086.6,550.16,134.33,11.986,1.1744,72.262
15.864,1014.7,96.072,3.625,24.308,1086.9,549.89,133.36,11.909,1.2487,65.603
17.842,1021.3,91.632,3.7553,23.652,1081.9,549.77,128.05,11.666,2.3164,69.022
20.684,1010.2,63.428,4.4477,31.421,1099.9,534.14,155.92,13.647,1.3923,61.962
15.433,1025.5,83.942,3.9615,24.407,1088.6,550.08,134.2,12.015,1.533,72.552
25.158,1015.0,63.996,4.3022,29.796,1100.1,539.69,150.29,13.323,1.0418,58.563
18.883,1006.9,87.106,3.7183,24.884,1087.5,550.12,133.7,12.014,0.72284,64.142
7.9106,1008.0,99.48,3.7625,23.264,1081.8,549.83,132.55,11.624,1.3881,77.186
13.074,1010.4,84.97,4.0026,21.199,1068.6,549.88,120.91,10.987,1.9174,75.831
13.765,1017.2,95.656,3.5926,23.939,1086.3,549.95,133.72,11.911,1.2288,69.366
24.21,1013.5,77.898,4.5156,30.485,1100.1,538.6,148.43,13.32,0.29231,54.455
20.683,1010.8,91.781,3.2492,19.918,1058.9,549.96,111.4,10.669,3.0751,56.463
15.11,1017.0,81.426,3.9558,24.298,1087.2,550.0,133.72,11.979,2.1362,78.164
19.054,1005.2,86.039,3.1603,19.918,1058.3,550.04,111.77,10.608,3.3603,62.023
5.0951,1027.2,80.487,5.483,33.634,1100.1,523.0,168.01,14.48,1.7451,66.011
27.46,1009.8,65.952,3.5403,23.377,1078.1,550.41,123.83,11.585,1.0581,57.335
20.471,1008.7,81.649,3.1531,19.998,1059.5,550.1,112.22,10.761,5.7012,52.868
15.673,1014.1,90.161,4.3556,30.505,1098.4,535.93,153.23,13.439,0.97879,61.513
19.492,1012.6,90.73,3.8691,24.688,1086.7,549.9,131.9,11.881,1.2288,60.671
14.277,1023.1,71.465,4.8408,31.361,1099.9,529.98,158.65,13.913,0.76168,66.879
7.0567,1016.6,75.625,3.7628,23.322,1083.4,550.07,133.67,11.881,2.4273,86.329
16.857,1024.3,77.826,3.534,21.13,1068.8,549.9,119.36,11.11,2.7996,70.605
20.727,1007.8,92.209,3.1373,20.175,1060.1,550.25,112.55,10.517,2.0846,56.748
23.523,1010.2,92.074,3.8159,25.29,1090.6,549.99,133.92,12.122,0.54366,56.737
21.919,1006.7,76.889,3.1208,20.352,1060.9,550.03,112.76,10.844,1.754,58.017
20.758,1009.6,93.114,3.1673,20.296,1061.2,550.08,113.21,10.623,1.9067,59.281
27.099,1012.6,65.992,3.1916,20.56,1061.9,550.15,111.83,10.81,1.8518,52.09
27.047,1003.9,82.945,4.3652,29.484,1100.2,542.6,145.43,12.879,0.54665,53.707
11.509,1024.7,86.22,4.3408,24.288,1088.4,549.95,134.67,11.917,2.9981,60.38
12.823,1007.5,96.375,4.7084,32.329,1099.9,528.06,161.6,13.997,1.035,61.526
12.268,1016.5,92.357,3.6564,18.859,1052.9,548.73,110.58,10.459,3.4893,83.242
24.017,1016.8,67.412,4.7801,29.839,1100.2,538.08,150.31,13.414,1.1794,61.265
6.5105,1017.5,83.008,4.1399,25.126,1085.6,545.35,138.76,12.221,1.0183,77.911
16.704,1006.2,89.334,4.5003,31.597,1099.9,533.76,156.31,13.643,0.72833,61.761
14.784,1017.0,82.403,5.5136,30.989,1099.8,534.53,154.76,13.566,1.7074,69.727
19.14,1012.5,87.086,3.7812,25.787,1092.9,549.87,136.71,12.268,1.1292,69.777
28.507,1010.4,66.648,4.4641,30.124,1100.1,539.56,147.19,13.234,0.32522,56.288
22.163,1015.0,84.127,3.1654,20.082,1060.0,549.81,111.51,10.572,2.0286,54.588
5.6936,1023.9,90.38,3.7258,23.46,1084.6,549.76,133.67,11.933,0.56359,81.623
9.9367,1011.7,94.682,4.137,23.746,1084.0,549.93,133.73,11.768,0.7338,75.166
29.053,1013.3,60.02,4.738,30.22,1100.1,539.22,147.6,13.275,0.75859,55.138
19.016,1009.1,90.14,3.0536,19.715,1057.5,549.95,111.76,10.66,2.6104,59.271
16.65,1017.3,90.729,4.9112,31.015,1100.3,533.42,154.93,13.733,1.5847,61.118
18.692,1011.8,94.104,3.0234,19.643,1056.9,550.09,110.75,10.379,2.59,61.044
28.443,1008.7,64.277,3.9408,25.619,1092.1,550.42,133.71,12.165,0.30484,64.917
23.793,1012.1,74.206,3.5534,22.788,1075.3,550.02,121.98,11.448,1.218,60.02
12.931,1016.0,92.008,3.5872,24.029,1085.7,550.13,133.68,11.738,1.7197,69.61
5.9492,1033.4,87.57,3.9765,23.554,1085.6,549.99,134.6,11.81,1.6807,80.509
11.755,1010.3,100.14,4.9596,27.141,1091.6,543.57,143.68,12.614,0.99349,70.462
11.082,1014.4,74.991,5.0218,32.192,1100.2,530.31,160.6,13.833,0.27395,65.291
15.328,1013.4,78.991,4.4584,31.584,1099.9,532.71,156.69,13.779,1.5462,64.427
25.748,1010.2,61.376,3.881,25.877,1092.2,549.89,133.1,12.173,0.3633,71.889
8.8719,1021.2,85.729,4.3065,23.671,1084.1,549.86,133.44,11.807,1.9638,81.133
6.4506,1016.3,85.083,3.945,23.651,1084.4,550.0,133.69,11.746,0.55495,79.941
20.11,1014.4,90.553,3.153,19.637,1057.8,549.98,110.77,10.505,3.1698,57.728
18.251,1017.8,98.573,3.441,20.522,1059.8,547.31,114.62,10.832,7.9952,69.057
15.546,1005.0,89.821,4.4706,31.743,1099.7,533.42,157.29,13.577,0.79735,62.52
16.86,1004.5,83.495,4.4441,31.64,1100.3,533.95,156.91,13.696,0.80588,63.738
21.319,1013.7,88.337,3.204,20.067,1060.1,549.91,111.78,10.708,2.1692,53.543
18.329,1008.0,94.225,3.2347,19.82,1058.2,549.96,111.78,10.608,2.8615,59.047
20.844,1012.4,89.97,3.8057,25.279,1090.0,549.99,133.74,12.077,0.81031,64.383
22.696,1011.5,89.413,3.9618,24.955,1088.3,550.31,131.45,11.963,1.3643,56.905
28.837,1014.7,48.437,3.9053,25.986,1094.1,550.0,133.79,12.261,0.78858,68.368
9.0291,1012.8,76.27,5.4282,33.271,1100.0,526.91,163.63,14.133,2.1054,72.24
13.591,1010.6,98.657,5.2102,28.298,1093.8,541.17,146.39,12.762,0.65577,68.154
14.626,1027.6,71.118,3.4103,20.322,1062.8,548.99,115.94,10.907,3.4326,77.41
26.912,1011.3,61.642,4.0758,25.554,1091.2,549.72,132.22,12.132,1.2005,63.145
16.709,1018.6,73.067,3.7043,21.041,1067.0,550.1,118.46,10.993,2.5823,72.203
